pmid	title_e	journal
34971714	How many lives do COVID vaccines save? Evidence from Israel.	Am J Infect Control
34971694	Evolution of drug delivery systems: From 1950 to 2020 and beyond.	J Control Release
34971576	Using Twitter for the identification of COVID-19 vaccine-associated haematological adverse events.	Lancet Haematol
34971573	Structural basis and mode of action for two broadly neutralizing antibodies against SARS-CoV-2 emerging variants of concern.	Cell Rep
34971474	The COVID-19 vaccine ChAdOx1-S is not contaminated with sulfated glycosaminoglycans.	J Thromb Haemost
34971311	Label-Free Plasmonic Biosensor for Rapid, Quantitative, and Highly Sensitive COVID-19 Serology: Implementation and Clinical Validation.	Anal Chem
34971296	Caring for residents with dementia during a COVID-19 outbreak in a long-term care home.	Alzheimers Dement
34970946	An Ecological Theory Application and Expansion to the COVID-19 Pandemic's Impact on African Americans and Contributors to Vaccine Hesitancy.	Soc Work Public Health
34970812	Why we still need drugs for COVID-19 and can't just rely on vaccines.	Respirology
34970749	Fear about adverse effect on fertility is a major cause of COVID-19 vaccine hesitancy in the United States.	Andrologia
34970746	Immune-mediated Necrotizing Myopathy following BNT162b2 Vaccination in a Patient with Antibodies against Receptor-binding Domain of SARS-CoV-2 and Signal Recognition Particle.	Muscle Nerve
34970570	Portal Vein Thrombosis Might Develop by COVID-19 Infection or Vaccination: A Systematic Review of Case-Report Studies.	Front Med (Lausanne)
34970562	The Second Wave of COVID-19 in South and Southeast Asia and the Effects of Vaccination.	Front Med (Lausanne)
34970525	Strategies to Estimate Prevalence of SARS-CoV-2 Antibodies in a Texas Vulnerable Population: Results From Phase I of the Texas Coronavirus Antibody Response Survey.	Front Public Health
34970523	Risk Perception and Knowledge, Attitudes, and Practices Against COVID-19 in a Hypertensive Population From a Semi-Urban City of Ecuador.	Front Public Health
34970509	SARS-CoV-2: Emergence of New Variants and Effectiveness of Vaccines.	Front Cell Infect Microbiol
34970505	Molecular Evolution of Severe Acute Respiratory Syndrome Coronavirus 2: Hazardous and More Hazardous Strains Behind the Coronavirus Disease 2019 Pandemic and Their Targeting by Drugs and Vaccines.	Front Cell Infect Microbiol
34970450	Axillary adenopathy after COVID-19 vaccine in patients undergoing breast ultrasound.	J Ultrason
34970399	Possible future trajectory of COVID-19: emphasis on Africa.	Pan Afr Med J
34970254	A Recent Update on Advanced Molecular Diagnostic Techniques for COVID-19 Pandemic: An Overview.	Front Immunol
34969960	A rapid and affordable point of care test for antibodies against SARS-CoV-2 based on hemagglutination and artificial intelligence interpretation.	Sci Rep
34969959	Mathematical modelling of SARS-CoV-2 variant outbreaks reveals their probability of extinction.	Sci Rep
34969799	Graves' disease following administration of second dose of SARS-CoV-2 vaccine.	BMJ Case Rep
34969796	Cerebral venous sinus thrombosis secondary to ChAdOx-1 nCov-19 vaccine.	BMJ Case Rep
34969678	Modeling for COVID-19 college reopening decisions: Cornell, a case study.	Proc Natl Acad Sci U S A
34969543	COVID-19 vaccine is correlated with favourable epidemiological indicators in the Auvergne-Rhone-Alpes region (France): An ecological study.	Vaccine
34969542	Immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2 with 12-dose vials: An interim analysis.	Vaccine
34969301	Ensuring Equitable COVID-19 Vaccination for People With Disabilities and Their Caregivers.	Public Health Rep
34969182	Bipolar Mania Following ChAdOx1-S/nCoV-19 Vaccination.	Prim Care Companion CNS Disord
34969164	An outbreak of SARS-CoV-2 on a transplant unit in the early vaccination era.	Transpl Infect Dis
34969146	Moving beyond mistrust: Centering institutional change by decentering the white analytical lens.	Bioethics
34969061	Influenza viruses and coronaviruses: Knowns, unknowns, and common research challenges.	PLoS Pathog
34969055	Active pro-vaccine and anti-vaccine groups: Their group identities and attitudes toward science.	PLoS One
34968862	Comparative mutational analysis of SARS-CoV-2 isolates from Pakistan and structural-functional implications using computational modelling and simulation approaches.	Comput Biol Med
34968782	Mutations on RBD of SARS-CoV-2 Omicron variant result in stronger binding to human ACE2 receptor.	Biochem Biophys Res Commun
34968773	Seroprevalence of IgG antibodies against SARS-CoV-2 in India, March 2020-August 2021: a systematic review and meta-analysis.	Int J Infect Dis
34968417	Immune responses following third COVID-19 vaccination are reduced in patients with hematological malignancies compared to patients with solid cancer.	Cancer Cell
34968375	Evaluation of Test to Stay Strategy on Secondary and Tertiary Transmission of SARS-CoV-2 in K-12 Schools - Lake County, Illinois, August 9-October 29, 2021.	MMWR Morb Mortal Wkly Rep
34968374	Characteristics and Clinical Outcomes of Children and Adolescents Aged <18 Years Hospitalized with COVID-19 - Six Hospitals, United States, July-August 2021.	MMWR Morb Mortal Wkly Rep
34968373	Interim Estimate of Vaccine Effectiveness of BNT162b2 (Pfizer-BioNTech) Vaccine in Preventing SARS-CoV-2 Infection Among Adolescents Aged 12-17 Years - Arizona, July-December 2021.	MMWR Morb Mortal Wkly Rep
34968371	Evaluation of a Test to Stay Strategy in Transitional Kindergarten Through Grade 12 Schools - Los Angeles County, California, August 16-October 31, 2021.	MMWR Morb Mortal Wkly Rep
34968370	COVID-19 Vaccine Safety in Children Aged 5-11 Years - United States, November 3-December 19, 2021.	MMWR Morb Mortal Wkly Rep
34968323	Healthcare Provider Attitudes toward the Newly Developed COVID-19 Vaccine: Cross-Sectional Study.	Nurs Rep
34968173	The mRNA Revolution is Coming.	IEEE Pulse
34968153	Looking to the future: is a universal coronavirus vaccine feasible?	Expert Rev Vaccines
34968012	Characteristics and outcomes among vaccinated lung transplant patients with breakthrough COVID-19.	Transpl Infect Dis
34967887	Dutch Perspectives Toward Governmental Trust, Vaccination, Myths, and Knowledge About Vaccines and COVID-19.	JAMA Netw Open
34967862	Vaccine hesitancy and acceptance: an examination of predictive factors in COVID-19 vaccination in Saudi Arabia.	Health Promot Int
34967492	Nurses' mental health from early COVID-19 pandemic to vaccination.	J Nurs Scholarsh
34967300	COVID-19 Vaccinations: Summary Guidance for Cancer Patients in 28 Languages: Breaking Barriers to Cancer Patient Information.	Rev Recent Clin Trials
34967260	ABO blood group is involved in the quality of the specific immune response anti-SARS-CoV-2.	Virulence
34967123	Commentary: Effectiveness of two-dose vaccination with mRNA COVID-19 vaccines against COVID-19-associated hospitalizations among immunocompromised adults-nine states, January-September 2021.	Am J Transplant
34967121	Effectiveness of two-dose vaccination with mRNA COVID-19 vaccines against COVID-19-associated hospitalizations among immunocompromised adults-Nine States, January-September 2021.	Am J Transplant
34967105	Cardiovascular and haematological events post COVID-19 vaccination: A systematic review.	J Cell Mol Med
34967005	Guillain-Barre syndrome following COVID-19 vaccines: A scoping review.	Acta Neurol Scand
34966837	Predictive Factors for Humoral Response After 2-dose SARS-CoV-2 Vaccine in Solid Organ Transplant Patients.	Transplant Direct
34966750	A Case-Control Study for the Effectiveness of Oral Zinc in the Prevention and Mitigation of COVID-19.	Front Med (Lausanne)
34966601	Impact of Latent Tuberculosis on Severity and Outcomes in Admitted COVID-19 Patients.	Cureus
34966387	A Potent and Protective Human Neutralizing Antibody Against SARS-CoV-2 Variants.	Front Immunol
34966142	Why Does the Severity of COVID-19 Differ With Age?: Understanding the Mechanisms Underlying the Age Gradient in Outcome Following SARS-CoV-2 Infection.	Pediatr Infect Dis J
34966135	The adverse impact of COVID-19 on men's health.	Curr Opin Urol
34966030	How Academic Health Systems Can Be Ready for the Next Pandemic.	Acad Med
34966029	Safety of SARS-CoV-2 vaccines in patients with chronic myeloid leukemia: a multicenter survey in China.	Chin Med J (Engl)
34966008	Steroid injections in pain management: influence on coronavirus disease 2019 vaccines.	Korean J Pain
34966006	Timing of musculoskeletal steroid injections in pain practice during Coronavirus disease 2019 (COVID-19) vaccine administration.	Korean J Pain
34965929	GP consultation rates for sequelae after acute covid-19 in patients managed in the community or hospital in the UK: population based study.	BMJ
34965901	COVID-19 Vaccination and Intent Among Healthcare Personnel, U.S.	Am J Prev Med
34965702	Kikuchi-Fujimoto disease associated with hemophagocytic lymphohistiocytosis following the BNT162b2 mRNA COVID-19 vaccination.	Haematologica
34965689	COVID-19 vaccine safety monitoring in Republic of Korea from February 26, 2021 to October 31, 2021.	Osong Public Health Res Perspect
34965498	Improving uptake of vaccines in pregnancy: A service evaluation of an antenatal vaccination clinic at a tertiary hospital in the UK.	Midwifery
34965462	Comparing self-reported reactogenicity between adolescents and adults following the use of BNT162b2 (Pfizer-BioNTech) messenger RNA Covid-19 vaccine: a prospective cohort study.	Int J Infect Dis
34965382	Pre-existing humoral immunity to human common cold coronaviruses negatively impacts the protective SARS-CoV-2 antibody response.	Cell Host Microbe
34965366	Clinical Management and Control of COVID-19 Infection: A Review.	Discov Med
34965346	Audio Interview: Covid-19 Vaccination and the Omicron Variant.	N Engl J Med
34965337	Third BNT162b2 Vaccination Neutralization of SARS-CoV-2 Omicron Infection.	N Engl J Med
34965336	Adolescents, Parents, and Covid-19 Vaccination - Who Should Decide?	N Engl J Med
34965327	[Vaccine response to SARS-CoV-2 in hospital workers].	Arch Prev Riesgos Labor
34965310	Successful administration of second dose of BNT162b2 COVID-19 vaccine in two patients with potential anaphylaxis to first dose.	Allergy
34965278	Making sense of unfamiliar COVID-19 vaccines: How national origin affects vaccination willingness.	PLoS One
34965032	Kinetics and persistence of anti-SARS-CoV-2 neutralisation and antibodies after BNT162b2 vaccination in a Swiss cohort.	Immun Inflamm Dis
34964938	Effect of Previous SARS-CoV-2 Infection on Antibody Response to a Single Immunization with the Pfizer BNT162b mRNA Vaccine Among Healthcare Workers in Foggia, Italy.	Infect Dis Ther
34964585	Surveillance snapshot: History of COVID-19 vaccination among Air Force recruits arriving at basic training, 2 March-15 June 2021.	MSMR
34964500	Omicron and S-Gene Target Failure Cases in the Highest COVID-19 Case Rate Region in Canada - December 2021.	J Med Virol
34964428	Mapping cross-variant neutralizing sites on the SARS-CoV-2 spike protein.	Emerg Microbes Infect
34964358	Management Strategies for Patients Presenting With Symptomatic Lymphadenopathy and Breast Edema After Recent COVID-19 Vaccination.	AJR Am J Roentgenol
34964270	Short-term safety of an anti-severe acute respiratory syndrome coronavirus 2 messenger RNA vaccine for patients with advanced lung cancer treated with anticancer drugs: A multicenter, prospective, observational study.	Thorac Cancer
34964221	Association between perceived organizational support and COVID-19 vaccination intention: A cross-sectional study.	J Occup Health
34964184	Disturbances in sleep, circadian rhythms and daytime functioning in relation to coronavirus infection and Long-COVID - A multinational ICOSS study.	J Sleep Res
34963880	SARS-CoV-2 Vaccination in India: Considerations of Hesitancy and Bioethics in Global Health.	Ann Glob Health
34963879	Framework for Risk Communication and Community Engagement to Improve Vaccine Uptake for COVID-19 and other Vaccine-Preventable Diseases in Low- and Middle-Income Countries (LMIC).	Ann Glob Health
34963873	Severe Acute Respiratory Syndrome Coronavirus 2 Antibodies Among Healthcare Workers After Vaccine Administration in an Intensive Care Unit.	Cureus
34963828	Determinants for Acceptance of COVID-19 Vaccine in Nigeria.	Cureus
34963494	Global impact of vaccine nationalism during COVID-19 pandemic.	Trop Med Health
34963481	The optimal vaccination strategy to control COVID-19: a modeling study in Wuhan City, China.	Infect Dis Poverty
34963439	The microRNA days: The COVID-19 pandemic from the point of view of short RNAs.	Microrna
34963232	[Enlightment of routine vaccination under the prevention and control of COVID-19 based on the circulating event of type vaccine-derived poliovirus in Shanghai].	Zhonghua Yu Fang Yi Xue Za Zhi
34963231	[Considerations on vaccines and immunization against COVID-19 for epidemic control in China].	Zhonghua Yu Fang Yi Xue Za Zhi
34963127	Association of Gestational Age at Coronavirus Disease 2019 (COVID-19) Vaccination, History of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection, and a Vaccine Booster Dose With Maternal and Umbilical Cord Antibody Levels at Delivery.	Obstet Gynecol
34963008	Neutralizing response against SARS-CoV-2 variants 8 months after BNT162b2 vaccination in naive and COVID-19 convalescent individuals.	J Infect Dis
34962997	Recombinant adjuvanted zoster vaccine and reduced risk of COVID-19 diagnosis and hospitalization in older adults.	J Infect Dis
